,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
4656,2018-10-01,,42,32.4,29.7,3.8,5.6,286,0.00,6.01,0.0,70.9,40.1,77.0,21.0,29.991,29.362,17.3,24.2,75.0,0.0,0.0
4657,2018-10-02,,46,39.4,29.6,7.2,10.9,282,0.00,6.01,0.0,67.3,50.1,63.0,35.0,29.717,29.385,19.6,28.8,67.3,0.0,0.0
4658,2018-10-03,,46,37.9,29.5,8.3,12.2,282,0.00,6.01,0.0,72.3,44.3,70.0,25.0,29.877,29.37,20.7,34.5,76.3,0.0,0.0
4659,2018-10-04,,58,33.0,29.7,7.5,11.3,282,0.04,6.05,0.01,59.2,37.9,84.0,26.0,29.892,29.525,28.8,46.0,59.2,0.04,1.016
4660,2018-10-05,,54,32.6,29.6,7.8,11.6,282,0.05,6.06,0.01,62.0,35.9,92.0,27.0,29.877,29.476999999999997,24.2,34.5,62.0,0.01,0.254
4661,2018-10-06,,84,34.1,29.8,1.6,3.0,282,0.14,6.15,0.01,46.0,33.5,92.0,65.0,29.971,29.715999999999998,10.4,11.5,46.0,0.09,2.286
4662,2018-10-07,,87,34.9,29.7,2.3,3.9,282,0.16,6.17,0.01,50.7,35.3,93.0,58.0,29.828,29.576,10.4,13.8,50.7,0.02,0.508
4663,2018-10-08,,91,30.1,29.8,2.1,3.6,283,0.22,6.23,0.01,36.0,30.3,93.0,85.0,29.934,29.724,9.2,12.7,36.0,0.06,1.5239999999999998
4664,2018-10-09,,89,28.3,29.9,1.8,3.0,283,0.23,6.24,0.01,36.2,28.4,92.0,76.0,29.941,29.811999999999998,10.4,13.8,36.2,0.01,0.254
4665,2018-10-10,,89,23.7,30.0,1.7,2.9,283,0.29,6.30,0.01,30.0,24.1,92.0,86.0,30.116,29.853,6.9,8.1,30.0,0.06,1.5239999999999998
4666,2018-10-11,,77,26.3,30.0,1.8,3.0,283,0.54,6.55,0.02,49.1,21.6,90.0,51.0,30.143,29.753,9.2,17.3,49.1,0.25,6.35
4667,2018-10-12,,39,19.3,29.8,8.5,12.6,282,0.54,6.55,0.0,55.7,33.4,85.0,22.0,29.900,29.646,20.7,29.9,55.7,0.0,0.0
4668,2018-10-13,,37,18.3,29.6,8.3,11.9,282,0.56,6.57,0.01,56.3,25.0,89.0,20.0,29.825,29.412,20.7,25.3,56.3,0.02,0.508
4669,2018-10-14,,83,13.7,30.2,1.5,2.5,288,0.72,6.73,0.05,25.0,7.4,89.0,78.0,30.567,29.531,8.1,11.5,25.0,0.16,4.064
4670,2018-10-15,,69,10.8,30.5,1.1,1.7,283,0.83,6.84,0.01,42.1,0.0,82.0,41.0,30.811,30.4,8.1,10.4,42.1,0.11,2.7939999999999996
4671,2018-10-16,,68,20.6,30.4,1.0,1.7,283,0.83,6.84,0.0,49.8,15.7,87.0,39.0,30.577,30.296999999999997,9.2,11.5,49.8,0.0,0.0
4672,2018-10-17,,69,24.5,30.4,1.1,2.2,283,0.84,6.85,0.01,50.5,21.1,90.0,41.0,30.570,30.212,8.1,12.7,50.5,0.01,0.254
4673,2018-10-18,,59,23.4,30.1,2.2,3.6,283,0.85,6.86,0.01,62.1,23.2,91.0,16.0,30.336,29.916999999999998,12.7,20.7,62.1,0.01,0.254
4674,2018-10-19,,46,22.9,30.1,2.2,3.9,283,0.85,6.86,0.0,60.1,29.1,79.0,18.0,30.321,29.915,10.4,16.1,60.1,0.0,0.0
4675,2018-10-20,,56,23.0,30.3,1.2,2.2,283,0.85,6.86,0.0,61.5,23.5,87.0,21.0,30.492,30.101,8.1,11.5,61.5,0.0,0.0
4676,2018-10-21,,43,24.1,30.0,5.0,7.7,282,0.85,6.86,0.0,67.1,26.1,83.0,19.0,30.125,29.753,17.3,26.5,67.1,0.0,0.0
4677,2018-10-22,,55,27.6,30.0,1.5,2.7,282,0.85,6.86,0.0,66.1,29.4,87.0,21.0,30.154,29.881999999999998,8.1,12.7,66.1,0.0,0.0
4678,2018-10-23,,65,31.2,30.0,1.7,2.9,282,0.85,6.86,0.0,62.4,31.9,85.0,20.0,30.081,29.789,10.4,12.7,62.4,0.0,0.0
4679,2018-10-24,,53,27.5,29.8,2.7,4.6,282,0.85,6.86,0.0,57.3,35.9,81.0,23.0,29.947,29.71,12.7,19.6,57.2,0.0,0.0
4680,2018-10-25,,40,22.7,29.8,4.5,7.2,283,0.85,6.86,0.0,61.8,35.0,60.0,19.0,29.933,29.682,13.8,19.6,61.8,0.0,0.0
4681,2018-10-26,,35,21.6,29.8,9.7,14.4,283,0.85,6.86,0.0,58.7,42.6,48.0,19.0,29.979,29.759,20.7,31.1,58.7,0.0,0.0
4682,2018-10-27,,37,26.6,29.8,10.3,14.8,282,0.85,6.86,0.0,64.5,38.3,78.0,24.0,29.935,29.65,28.8,38.0,64.5,0.0,0.0
4683,2018-10-28,,48,25.2,29.9,5.3,7.6,282,0.85,6.86,0.0,67.3,30.9,90.0,19.0,30.040,29.663,18.4,25.3,67.3,0.0,0.0
4684,2018-10-29,,21,16.0,29.6,8.5,12.4,282,0.86,6.87,0.01,66.8,40.3,59.0,13.0,29.731,29.401999999999997,26.5,39.1,66.8,0.01,0.254
4685,2018-10-30,,87,28.2,29.9,1.9,3.1,275,0.99,7.00,0.01,40.3,27.8,92.0,60.0,30.121,29.623,9.2,16.1,40.2,0.13,3.302
4686,2018-10-31,,75,22.8,30.0,2.1,3.3,262,1.25,7.26,0.01,40.2,22.9,92.0,22.0,30.221,29.834,16.1,26.5,40.2,0.26,6.604
4687,2018-11-01,,46,17.6,29.9,7.1,10.4,283,0.00,7.26,0.0,43.6,30.7,63.0,34.0,29.972,29.811999999999998,19.6,26.5,43.6,0.0,0.0
4688,2018-11-02,,51,26.3,29.7,9.8,14.8,283,0.02,7.28,0.01,51.0,34.0,77.0,34.0,29.907,29.459,28.8,42.6,51.0,0.02,0.508
4689,2018-11-03,,62,23.5,29.8,4.5,6.9,283,0.02,7.28,0.0,46.8,29.5,84.0,27.0,30.064,29.504,21.9,31.1,46.8,0.0,0.0
4690,2018-11-04,,52,20.1,29.7,8.3,12.6,282,0.02,7.28,0.0,41.3,29.1,73.0,43.0,29.994,29.478,26.5,34.5,41.3,0.0,0.0
4691,2018-11-05,,48,15.9,29.7,7.4,11.4,283,0.02,7.28,0.0,40.9,27.0,80.0,27.0,29.831,29.546,20.7,36.8,40.9,0.0,0.0
4692,2018-11-06,,46,10.5,30.0,6.2,9.3,283,0.02,7.28,0.0,38.0,22.4,76.0,23.0,30.115,29.826999999999998,20.7,32.2,38.0,0.0,0.0
4693,2018-11-07,,57,10.8,30.1,3.5,5.2,283,0.02,7.28,0.0,38.3,16.5,80.0,22.0,30.231,29.989,17.3,25.3,38.3,0.0,0.0
4694,2018-11-08,,,,,,,,,,,,,,,,,,,,,
4695,2018-11-09,,,,,,,,,,,,,,,,,,,,,
4696,2018-11-10,,34,3.3,29.9,8.3,11.9,283,0.02,7.28,0.0,45.4,24.1,82.0,11.0,30.382,29.721,27.6,34.5,45.4,0.0,0.0
4697,2018-11-11,,81,12.6,30.3,2.8,4.3,283,0.02,7.28,0.0,24.1,11.9,84.0,77.0,30.545,29.956,10.4,13.8,24.1,0.0,0.0
4698,2018-11-12,,63,2.4,30.6,2.3,3.7,283,0.09,7.35,0.01,26.9,6.3,82.0,27.0,30.746,30.483,16.1,20.7,26.9,0.07,1.778
4699,2018-11-13,,,,,,,,,,,,,,,,,,,,,
4700,2018-11-14,,,,,,,,,,,,,,,,,,,,,
4701,2018-11-15,,29,10.7,29.9,6.7,9.8,283,0.10,7.36,0.0,53.1,27.9,57.0,19.0,30.456,29.857,20.7,32.2,53.1,0.01,0.254
4702,2018-11-16,,30,10.1,29.8,6.3,9.1,282,0.10,7.36,0.0,54.5,27.9,73.0,14.0,29.954,29.639,19.6,26.5,54.5,0.0,0.0
4703,2018-11-17,,85,16.7,30.2,2.7,4.5,283,0.11,7.37,0.01,30.6,7.9,91.0,73.0,30.426,29.879,8.1,11.5,30.6,0.01,0.254
4704,2018-11-18,,47,0.6,30.3,7.0,10.0,283,0.21,7.47,0.01,39.9,5.6,83.0,17.0,30.619,29.939,23.0,28.8,39.9,0.1,2.54
4705,2018-11-19,,36,4.6,30.1,5.4,7.8,283,0.21,7.47,0.0,43.9,15.6,74.0,16.0,30.264,29.949,19.6,28.8,43.9,0.0,0.0
4706,2018-11-20,,43,9.7,30.2,3.6,5.4,282,0.21,7.47,0.0,50.8,14.3,79.0,17.0,30.300,29.951999999999998,12.7,19.6,50.8,0.0,0.0
4707,2018-11-21,,36,7.1,30.2,3.7,5.3,283,0.21,7.47,0.0,52.6,17.8,71.0,14.0,30.387,29.916999999999998,16.1,19.6,52.6,0.0,0.0
4708,2018-11-22,,31,9.9,29.7,7.4,10.9,283,0.21,7.47,0.0,49.8,31.5,72.0,13.0,29.936,29.52,20.7,28.8,49.8,0.0,0.0
4709,2018-11-23,,42,13.8,29.6,16.4,23.8,283,0.21,7.47,0.0,39.5,30.7,69.0,27.0,29.722,29.491,31.1,47.2,39.5,0.0,0.0
4710,2018-11-24,,63,19.2,29.5,7.8,11.7,283,0.22,7.48,0.01,38.0,22.5,87.0,43.0,29.967,29.329,20.7,40.3,38.0,0.01,0.254
4711,2018-11-25,,39,2.7,30.2,6.0,9.1,283,0.23,7.49,0.01,31.9,13.8,56.0,24.0,30.289,29.965,19.6,29.9,31.9,0.01,0.254
4712,2018-11-26,,29,3.3,30.1,11.1,15.9,283,0.23,7.49,0.0,43.8,24.4,36.0,22.0,30.197,29.919,23.0,33.4,43.8,0.0,0.0
4713,2018-11-27,,29,8.8,29.8,10.2,14.7,283,0.23,7.49,0.0,45.7,34.7,41.0,19.0,29.976,29.543000000000003,23.0,34.5,45.7,0.0,0.0
4714,2018-11-28,,42,17.8,29.6,13.3,18.6,282,0.23,7.49,0.0,44.5,35.0,57.0,32.0,29.645,29.482,32.2,43.7,44.5,0.0,0.0
4715,2018-11-29,,,,,,,,,,,,,,,,,,,,,
4716,2018-11-30,,,,,,,,,,,,,,,,,,,,,
4717,2018-12-01,,38,5.4,29.6,12.3,17.8,283,0.00,7.52,0.0,34.1,21.6,50.0,27.0,29.727,29.414,26.5,33.4,34.1,0.0,0.0
4718,2018-12-02,,54,5.4,29.9,2.4,4.2,283,0.00,7.52,0.0,30.6,7.0,84.0,28.0,30.130,29.709,12.7,18.4,30.6,0.0,0.0
4719,2018-12-03,,77,6.8,30.3,0.7,1.3,283,0.08,7.60,0.01,26.3,1.3,84.0,60.0,30.506,30.05,9.2,11.5,26.3,0.08,2.032
4720,2018-12-04,,36,5.3,30.3,13.1,19.0,283,0.08,7.60,0.0,26.4,1.5,81.0,14.0,30.462,30.156,24.2,40.3,26.4,0.0,0.0
4721,2018-12-05,,,,,,,,,,,,,,,,,,,,,
4722,2018-12-06,,,,,,,,,,,,,,,,,,,,,
4723,2018-12-07,,,,,,,,,,,,,,,,,,,,,
4724,2018-12-08,,,,,,,,,,,,,,,,,,,,,
4725,2018-12-09,,,,,,,,,,,,,,,,,,,,,
4726,2018-12-10,,12,10.5,30.0,5.7,8.1,282,0.08,7.60,0.0,51.6,25.7,46.0,6.0,30.108,29.764,17.3,24.2,51.6,0.0,0.0
4727,2018-12-11,,19,1.2,29.8,12.4,17.9,282,0.08,7.60,0.0,45.2,35.0,28.0,8.0,29.986,29.677,28.8,40.3,45.2,0.0,0.0
4728,2018-12-12,,27,4.1,29.6,12.6,17.1,283,0.08,7.60,0.0,39.3,30.9,51.0,17.0,29.721,29.53,26.5,36.8,39.3,0.0,0.0
4729,2018-12-13,,23,1.6,30.2,5.3,8.1,283,0.08,7.60,0.0,41.5,25.4,48.0,12.0,30.326,29.721,17.3,26.5,41.5,0.0,0.0
4730,2018-12-14,,28,6.8,30.1,3.5,5.6,282,0.08,7.60,0.0,52.0,24.8,47.0,16.0,30.346,29.807,15.0,24.2,52.0,0.0,0.0
4731,2018-12-15,,22,6.3,29.9,10.0,14.5,282,0.08,7.60,0.0,50.1,38.3,28.0,15.0,30.068,29.750999999999998,24.2,32.2,50.1,0.0,0.0
4732,2018-12-16,,27,5.1,30.1,3.6,5.5,283,0.08,7.60,0.0,56.7,17.3,57.0,10.0,30.319,29.913,17.3,26.5,56.7,0.0,0.0
4733,2018-12-17,,35,9.6,30.0,6.4,9.5,283,0.08,7.60,0.0,53.6,12.9,64.0,19.0,30.331,29.739,17.3,26.5,53.6,0.0,0.0
4734,2018-12-18,,37,14.5,29.8,11.9,17.1,283,0.08,7.60,0.0,42.8,35.0,52.0,27.0,29.829,29.67,25.3,36.8,42.8,0.0,0.0
4735,2018-12-19,,58,16.9,29.9,7.9,12.7,283,0.12,7.64,0.01,38.8,26.9,89.0,35.0,30.179,29.64,23.0,38.0,38.8,0.04,1.016
4736,2018-12-20,,38,7.7,30.2,7.6,11.0,283,0.12,7.64,0.0,41.5,18.0,56.0,30.0,30.284,30.044,19.6,31.1,41.5,0.0,0.0
4737,2018-12-21,,38,14.4,29.6,18.8,25.9,282,0.12,7.64,0.0,44.8,34.9,46.0,23.0,30.146,29.526,27.6,46.0,44.8,0.0,0.0
4738,2018-12-22,,44,7.1,29.9,8.2,12.1,283,0.12,7.64,0.0,35.8,21.0,84.0,23.0,30.224,29.609,19.6,33.4,35.8,0.0,0.0
4739,2018-12-23,,23,3.1,30.1,11.0,16.0,283,0.12,7.64,0.0,40.8,22.7,44.0,11.0,30.246,29.866,24.2,38.0,40.8,0.0,0.0
4740,2018-12-24,,47,14.0,29.9,4.9,7.4,283,0.12,7.64,0.0,40.1,23.5,60.0,34.0,29.955,29.765,21.9,27.6,40.1,0.0,0.0
4741,2018-12-25,,60,11.1,30.0,0.7,1.2,283,0.12,7.64,0.0,41.1,13.3,76.0,27.0,30.126,29.785,6.9,11.5,41.1,0.0,0.0
4742,2018-12-26,,73,14.9,29.8,2.1,3.4,283,0.12,7.64,0.0,42.8,10.2,89.0,33.0,29.974,29.59,13.8,19.6,42.8,0.0,0.0
4743,2018-12-27,,76,9.1,29.9,1.9,3.4,283,0.13,7.65,0.01,21.6,9.2,89.0,62.0,30.126,29.594,9.2,11.5,21.6,0.01,0.254
4744,2018-12-28,,73,3.1,30.2,1.4,2.4,283,0.13,7.65,0.0,16.5,4.7,78.0,59.0,30.336,30.084,8.1,11.5,16.5,0.0,0.0
4745,2018-12-29,,44,2.1,30.2,8.9,12.4,283,0.13,7.65,0.0,32.4,5.0,76.0,17.0,30.411,29.846999999999998,20.7,31.1,32.4,0.0,0.0
4746,2018-12-30,,42,10.2,29.6,8.8,12.5,283,0.13,7.65,0.0,39.6,17.5,64.0,30.0,29.858,29.405,27.6,39.1,39.6,0.0,0.0
4747,2018-12-31,,67,0.5,30.0,2.0,3.7,283,0.13,7.65,0.0,22.9,6.3,74.0,44.0,30.520,29.525,10.4,16.1,22.9,0.0,0.0
4748,2019-01-01,,67,6.5,30.4,0.2,0.4,283,0.01,0.01,0.01,20.2,11.0,79.0,47.0,30.575,30.226999999999997,4.6,6.9,20.0,0.01,0.254
4749,2019-01-02,,57,0.8,30.3,0.4,0.7,283,0.02,0.02,0.01,41.3,5.9,77.0,20.0,30.575,30.054000000000002,8.1,11.5,41.3,0.01,0.254
4750,2019-01-03,,45,10.0,30.0,3.3,5.1,283,0.02,0.02,0.0,54.2,5.8,80.0,19.0,30.248,29.735,16.1,24.2,54.2,0.0,0.0
4751,2019-01-04,,24,9.1,29.8,10.0,13.8,282,0.02,0.02,0.0,55.1,34.6,35.0,15.0,29.909,29.647,27.6,34.5,55.1,0.0,0.0
4752,2019-01-05,,25,7.9,29.8,6.4,9.4,283,0.02,0.02,0.0,54.5,32.4,49.0,11.0,29.846,29.625999999999998,26.5,31.1,54.5,0.0,0.0
4753,2019-01-06,,47,16.9,29.5,5.9,8.8,283,0.02,0.02,0.0,43.2,27.6,87.0,28.0,29.640,29.406,17.3,26.5,43.2,0.0,0.0
4754,2019-01-07,,53,14.5,29.8,11.5,16.5,283,0.02,0.02,0.0,35.2,25.6,78.0,37.0,29.998,29.590999999999998,31.1,42.6,35.2,0.0,0.0
4755,2019-01-08,,42,11.3,30.1,10.1,8.7,317,0.02,0.02,0.0,49.4,17.0,70.0,20.0,30.445,29.891,34.5,47.2,49.4,0.0,0.0
4756,2019-01-09,,,,,,,,,,,,,,,,,,,,,
4757,2019-01-10,,,,,,,,,,,,,,,,,,,,,
4758,2019-01-11,,,,,,,,,,,,,,,,,,,,,
4759,2019-01-12,,66,16.4,30.2,1.5,2.5,283,0.05,0.05,0.01,43.8,12.9,79.0,28.0,30.312,30.103,9.2,12.7,43.8,0.03,0.7619999999999999
4760,2019-01-13,,61,4.4,30.4,0.5,1.1,283,0.05,0.05,0.0,37.8,2.4,80.0,24.0,30.546,30.239,6.9,12.7,37.8,0.0,0.0
4761,2019-01-14,,52,0.2,30.4,0.5,0.9,283,0.05,0.05,0.0,43.6,1.4,79.0,11.0,30.633,30.206999999999997,5.8,11.5,43.6,0.0,0.0
4762,2019-01-15,,44,12.6,30.1,6.7,9.5,283,0.05,0.05,0.0,46.1,7.0,71.0,27.0,30.229,29.868000000000002,20.7,28.8,46.1,0.0,0.0
4763,2019-01-16,,56,18.5,29.9,4.2,6.4,283,0.05,0.05,0.0,40.6,24.5,74.0,36.0,29.948,29.813000000000002,16.1,26.5,40.6,0.0,0.0
4764,2019-01-17,,40,15.3,29.7,12.3,17.7,282,0.05,0.05,0.0,45.8,32.2,60.0,23.0,29.913,29.491999999999997,34.5,49.5,45.8,0.0,0.0
4765,2019-01-18,,63,18.6,29.8,5.2,7.7,283,0.06,0.06,0.01,37.5,25.4,83.0,40.0,30.158,29.508000000000003,17.3,25.3,37.5,0.01,0.254
4766,2019-01-19,,42,10.9,30.1,13.6,18.4,283,0.06,0.06,0.0,38.9,24.1,54.0,31.0,30.245,29.969,26.5,40.3,38.9,0.0,0.0
4767,2019-01-20,,37,15.8,29.8,10.8,15.5,283,0.06,0.06,0.0,47.6,35.3,53.0,26.0,30.029,29.551,25.3,40.3,47.6,0.0,0.0
4768,2019-01-21,,44,12.6,29.4,8.6,12.7,283,0.06,0.06,0.0,47.7,19.2,86.0,16.0,29.615,29.225,26.5,31.1,47.7,0.0,0.0
4769,2019-01-22,,42,0.5,30.0,7.7,11.6,283,0.10,0.10,0.01,28.8,16.1,72.0,28.0,30.207,29.615,27.6,38.0,28.8,0.04,1.016
4770,2019-01-23,,39,2.0,30.0,14.4,20.4,283,0.10,0.10,0.0,29.0,16.5,47.0,27.0,30.184,29.851999999999997,31.1,42.6,29.0,0.0,0.0
4771,2019-01-24,,58,8.1,30.1,4.2,7.0,283,0.13,0.13,0.01,28.2,12.4,82.0,33.0,30.294,29.982,20.7,26.5,28.2,0.03,0.7619999999999999
4772,2019-01-25,,42,4.3,30.1,8.6,12.5,283,0.13,0.13,0.0,33.2,18.0,70.0,25.0,30.172,29.986,23.0,34.5,33.2,0.0,0.0
4773,2019-01-26,,39,6.9,30.1,10.6,15.9,283,0.13,0.13,0.0,37.9,21.9,53.0,26.0,30.223,30.006,23.0,35.7,37.9,0.0,0.0
4774,2019-01-27,,41,13.7,29.8,15.9,22.6,282,0.13,0.13,0.0,44.2,29.1,61.0,29.0,30.058,29.511,29.9,48.3,44.2,0.0,0.0
4775,2019-01-28,,57,7.2,30.1,4.6,7.4,283,0.13,0.13,0.0,31.8,9.5,80.0,26.0,30.304,29.717,17.3,26.5,31.8,0.0,0.0
4776,2019-01-29,,22,8.3,30.0,7.7,12.4,283,0.13,0.13,0.0,35.6,15.7,40.0,14.0,30.163,29.86,21.9,34.5,35.6,0.0,0.0
4777,2019-01-30,,15,10.6,29.8,15.0,21.4,283,0.13,0.13,0.0,41.8,20.5,24.0,10.0,29.890,29.676,29.9,46.0,41.8,0.0,0.0
4778,2019-01-31,,21,0.5,29.8,11.1,16.1,282,0.13,0.13,0.0,44.6,30.3,27.0,16.0,29.904,29.699,21.9,34.5,44.6,0.0,0.0
4779,2019-02-01,,27,7.2,29.8,5.0,7.5,282,0.00,0.13,0.0,54.1,25.8,44.0,15.0,29.980,29.666,18.4,26.5,54.1,0.0,0.0
4780,2019-02-02,,30,11.8,29.6,10.9,16.2,283,0.00,0.13,0.0,47.7,36.6,38.0,23.0,29.785,29.476999999999997,24.2,33.4,47.7,0.0,0.0
4781,2019-02-03,,36,16.7,29.3,9.5,14.2,283,0.00,0.13,0.0,50.2,34.3,44.0,24.0,29.503,29.175,26.5,44.9,50.2,0.0,0.0
4782,2019-02-04,,39,14.3,29.5,7.4,11.4,283,0.00,0.13,0.0,46.2,32.5,72.0,20.0,29.641,29.381,19.6,26.5,46.2,0.0,0.0
4783,2019-02-05,,40,13.2,29.4,7.4,10.9,283,0.00,0.13,0.0,42.6,26.9,66.0,23.0,29.496,29.343000000000004,21.9,31.1,42.6,0.0,0.0
4784,2019-02-06,,72,6.6,29.7,3.5,5.6,283,0.00,0.13,0.0,27.5,3.5,82.0,59.0,30.108,29.392,11.5,16.1,27.5,0.0,0.0
4785,2019-02-07,,46,10.9,30.3,8.9,13.6,283,0.00,0.13,0.0,15.1,10.0,76.0,27.0,30.431,30.086,27.6,42.6,15.1,0.0,0.0
4786,2019-02-08,,19,12.9,30.2,6.0,9.2,283,0.00,0.13,0.0,37.3,12.9,30.0,9.0,30.367,29.956,20.7,28.8,37.3,0.0,0.0
4787,2019-02-09,,39,0.9,29.9,2.0,3.7,283,0.00,0.13,0.0,46.4,10.0,69.0,7.0,30.212,29.642,11.5,16.1,46.4,0.0,0.0
4788,2019-02-10,,40,3.7,29.7,6.8,10.5,283,0.00,0.13,0.0,39.9,13.5,73.0,13.0,29.896,29.61,27.6,35.7,39.9,0.0,0.0
4789,2019-02-11,,34,2.8,29.7,10.1,15.3,283,0.00,0.13,0.0,33.8,13.6,70.0,12.0,29.947,29.573,28.8,42.6,33.8,0.0,0.0
4790,2019-02-12,,25,3.7,30.0,11.7,18.1,283,0.00,0.13,0.0,39.2,19.5,42.0,15.0,30.141,29.820999999999998,26.5,42.6,39.2,0.0,0.0
4791,2019-02-13,,31,5.5,29.5,19.4,28.1,282,0.00,0.13,0.0,47.4,31.2,71.0,11.0,29.834,29.344,33.4,51.8,47.4,0.0,0.0
4792,2019-02-14,,62,21.3,29.5,9.6,13.5,283,0.00,0.13,0.0,43.9,21.8,82.0,43.0,29.681,29.389,24.2,34.5,43.9,0.0,0.0
4793,2019-02-15,,48,15.7,29.5,11.5,16.6,282,0.00,0.13,0.0,43.3,19.5,90.0,27.0,29.626,29.323,32.2,41.4,43.3,0.0,0.0
4794,2019-02-16,,49,7.8,29.5,7.0,10.4,283,0.06,0.19,0.02,32.5,15.1,86.0,33.0,29.757,29.316999999999997,24.2,35.7,32.5,0.06,1.5239999999999998
4795,2019-02-17,,52,0.3,29.9,6.3,9.2,283,0.06,0.19,0.0,31.3,8.6,79.0,20.0,30.138,29.75,17.3,25.3,31.3,0.0,0.0
4796,2019-02-18,,69,0.3,30.2,2.9,4.6,283,0.07,0.20,0.01,17.3,1.8,78.0,51.0,30.344,30.081,10.4,13.8,17.3,0.01,0.254
4797,2019-02-19,,71,0.3,30.0,1.9,3.3,283,0.07,0.20,0.0,20.8,2.8,79.0,45.0,30.207,29.730999999999998,11.5,18.4,20.8,0.0,0.0
4798,2019-02-20,,37,7.7,29.8,11.9,17.3,283,0.07,0.20,0.0,22.7,7.4,51.0,27.0,29.918,29.601,25.3,36.8,22.7,0.0,0.0
4799,2019-02-21,,61,1.5,29.9,2.0,3.4,283,0.07,0.20,0.0,29.8,2.2,80.0,28.0,30.123,29.775,11.5,13.8,29.8,0.0,0.0
4800,2019-02-22,,76,12.0,29.9,1.1,1.9,283,0.10,0.23,0.02,30.7,3.2,85.0,56.0,30.047,29.693,11.5,16.1,30.7,0.03,0.7619999999999999
4801,2019-02-23,,48,2.9,29.9,9.2,13.3,283,0.11,0.24,0.01,31.3,15.7,86.0,23.0,30.186,29.732,31.1,41.4,31.2,0.01,0.254
4802,2019-02-24,,33,0.8,30.1,14.2,20.0,283,0.11,0.24,0.0,36.8,18.4,54.0,22.0,30.235,29.818,26.5,41.4,36.7,0.0,0.0
4803,2019-02-25,,31,7.9,29.8,14.1,19.4,283,0.11,0.24,0.0,43.8,29.8,41.0,23.0,29.862,29.674,29.9,42.6,43.8,0.0,0.0
4804,2019-02-26,,27,10.4,29.7,14.2,19.9,283,0.11,0.24,0.0,51.3,35.6,35.0,21.0,29.788,29.611,26.5,42.6,51.3,0.0,0.0
4805,2019-02-27,,34,14.3,29.7,10.4,14.8,283,0.11,0.24,0.0,51.1,34.0,57.0,21.0,29.864,29.633000000000003,20.7,35.7,51.1,0.0,0.0
4806,2019-02-28,,42,17.4,29.6,16.8,26.0,280,0.11,0.24,0.0,38.5,38.2,44.0,42.0,29.638,29.616,18.4,34.5,38.5,0.0,0.0
4807,2019-03-01,,,,,,,,,,,,,,,,,,,,,
4808,2019-03-02,,80,6.8,30.1,4.4,6.4,283,0.00,0.13,0.0,36.2,1.5,84.0,60.0,30.215,29.73,10.4,13.8,36.2,0.0,0.0
4809,2019-03-03,,74,5.3,30.4,2.1,3.3,283,0.05,0.18,0.01,12.4,10.0,79.0,70.0,30.554,30.213,8.1,17.3,12.4,0.05,1.27
4810,2019-03-04,,68,2.5,30.4,2.3,3.9,283,0.14,0.27,0.01,22.5,13.8,81.0,43.0,30.679,30.173000000000002,13.8,24.2,22.5,0.09,2.286
4811,2019-03-05,,46,8.8,30.2,6.4,9.3,283,0.17,0.30,0.01,37.6,11.1,63.0,31.0,30.427,29.853,20.7,32.2,37.6,0.03,0.7619999999999999
4812,2019-03-06,,70,27.0,29.7,7.2,10.5,283,0.29,0.42,0.01,45.7,25.8,93.0,43.0,29.865,29.584,27.6,40.3,45.7,0.12,3.048
4813,2019-03-07,,54,20.9,29.7,8.0,11.3,283,0.37,0.50,0.01,44.2,26.0,93.0,33.0,29.777,29.572,21.9,32.2,44.2,0.08,2.032
4814,2019-03-08,,62,21.3,29.5,2.7,4.4,283,0.37,0.50,0.0,43.1,25.7,91.0,42.0,29.791,29.239,15.0,26.5,43.1,0.0,0.0
4815,2019-03-09,,46,10.2,29.6,12.7,17.9,283,0.37,0.50,0.0,32.8,21.8,71.0,29.0,29.955,29.256,31.1,49.5,32.8,0.0,0.0
4816,2019-03-10,,65,16.9,30.0,3.4,4.9,283,0.38,0.51,0.01,41.1,16.5,84.0,34.0,30.153,29.845,13.8,19.6,41.1,0.01,0.254
4817,2019-03-11,,64,18.3,30.1,2.2,3.6,283,0.38,0.51,0.0,45.2,15.2,83.0,36.0,30.274,29.853,16.1,21.9,45.2,0.0,0.0
4818,2019-03-12,,52,20.8,29.6,3.6,5.3,282,0.38,0.51,0.0,54.4,22.9,79.0,26.0,29.915,29.274,18.4,24.2,54.4,0.0,0.0
4819,2019-03-13,,83,19.7,29.4,6.8,10.6,282,0.39,0.52,0.01,35.6,19.5,94.0,66.0,29.827,28.875,24.2,34.5,35.6,0.01,0.254
4820,2019-03-14,,48,4.9,30.1,4.6,7.0,281,0.63,0.76,0.01,34.3,10.7,69.0,27.0,30.376,29.784000000000002,24.2,38.0,34.3,0.24,6.095999999999999
4821,2019-03-15,,48,4.9,30.3,3.8,5.8,280,0.69,0.82,0.01,39.9,6.9,77.0,20.0,30.469,30.174,15.0,19.6,39.9,0.06,1.5239999999999998
